
10,0:00:03.065188
10,0:00:02.452214
10,0:00:02.744407
10,0:00:02.814067
10,0:00:02.853814
10,0:00:02.653313
10,0:00:02.472061
10,0:00:02.577304
10,0:00:02.576202
10,0:00:02.488953
10,0:00:02.660563
10,0:00:02.911503
10,0:00:02.517827
10,0:00:02.553352
10,0:00:03.132764
10,0:00:03.013029
10,0:00:02.802611
10,0:00:02.473339
10,0:00:03.180546
10,0:00:03.404807
10,0:00:02.825525
10,0:00:02.546621
10,0:00:02.891722
10,0:00:02.340283
10,0:00:02.781620
10,0:00:02.597692
10,0:00:02.665178
10,0:00:02.708704
10,0:00:02.693263
10,0:00:02.370278
10,0:00:02.522932
10,0:00:02.807762
10,0:00:02.602725
10,0:00:02.672402
10,0:00:02.450486
10,0:00:02.633769
10,0:00:02.697048
10,0:00:02.638361
10,0:00:02.541045
10,0:00:02.636495
10,0:00:02.721971
10,0:00:02.689420
10,0:00:02.485454
10,0:00:02.765180
10,0:00:03.106878
10,0:00:02.536609
10,0:00:02.571925
10,0:00:02.448677
10,0:00:02.696094
10,0:00:02.416667
10,0:00:02.910152
10,0:00:02.776201
10,0:00:02.601758
10,0:00:02.745070
10,0:00:02.359247
10,0:00:02.589237
10,0:00:03.716109
10,0:00:03.802976
10,0:00:04.132478
10,0:00:02.621092
10,0:00:02.572751
10,0:00:02.514816
10,0:00:02.708105
10,0:00:02.773959
10,0:00:02.752979
10,0:00:02.866331
10,0:00:02.622406
10,0:00:02.681478
10,0:00:02.605119
10,0:00:02.625232
10,0:00:02.617875
10,0:00:03.818456
10,0:00:02.346299
10,0:00:02.615786
10,0:00:02.795208
10,0:00:02.723472
10,0:00:02.627993
10,0:00:02.564225
10,0:00:02.773857
10,0:00:02.463327
10,0:00:02.586145
10,0:00:02.652158
10,0:00:02.486791
10,0:00:02.957579
10,0:00:02.616685
10,0:00:02.394710
10,0:00:02.615181
10,0:00:02.830153
10,0:00:02.581508
10,0:00:02.707910
10,0:00:02.638145
10,0:00:02.815383
10,0:00:02.647707
10,0:00:02.615422
10,0:00:02.488462
10,0:00:02.420304
10,0:00:02.527821
10,0:00:02.753173
10,0:00:02.429111
10,0:00:02.887259
10,0:00:02.676760
10,0:00:02.674504
10,0:00:03.564009
10,0:00:02.488224
10,0:00:02.602055
10,0:00:02.618478
10,0:00:02.630603
10,0:00:02.750549
10,0:00:03.785329
10,0:00:02.630366
10,0:00:02.527222
10,0:00:02.596338
10,0:00:02.582406
10,0:00:02.439667
10,0:00:02.622154
10,0:00:02.503673
10,0:00:02.744398
10,0:00:02.521118
10,0:00:02.521299
10,0:00:02.576100
10,0:00:02.428367
10,0:00:02.465266
10,0:00:02.639769
10,0:00:02.813555
10,0:00:02.533801
10,0:00:02.560686
10,0:00:02.535520
10,0:00:02.497330
10,0:00:02.496447
10,0:00:02.611455
10,0:00:03.315418
10,0:00:02.824027
10,0:00:03.355549
10,0:00:02.418734
10,0:00:02.644532
10,0:00:02.481038
10,0:00:02.689186
10,0:00:02.458776
10,0:00:03.094239
10,0:00:02.785716
10,0:00:02.363112
10,0:00:02.593256
10,0:00:02.822979
10,0:00:02.559701
10,0:00:02.703229
10,0:00:02.475802
10,0:00:02.759478
10,0:00:02.468902
10,0:00:02.473395
10,0:00:02.544015
10,0:00:02.757034
10,0:00:02.544826
10,0:00:02.629103
10,0:00:02.796675
10,0:00:02.552225
10,0:00:03.514732
10,0:00:02.714926
